År,Art,Landingsplads,Levende vægt (kg),Landet vægt (kg),Værdi (kr),lat,lon
2019,Torsk,Ebeltoft,1,1,,56.1988382,10.6770909
2019,Torsk,Egernsund,"5,062","4,578",,54.9065871,9.6032632
2019,Torsk,Ejerslev,1,1,,56.9239787,8.9014792
2019,Torsk,Fåborg,"7,123","6,580","129,571",55.097087,10.2428246
2019,Torsk,Fjællebroen,257,228,"4,310",55.0606415,10.3823631
2019,Torsk,Frederikshavn,31,27,285,57.4412134,10.5336225
2019,Torsk,Gilleleje,"110,416","96,367","1,852,620",56.1244169,12.3124485
2019,Torsk,Gråsten,634,542,"12,630",54.9140178,9.5866302
2019,Torsk,Grenå,"4,134","3,573","79,798",56.4134419,10.8793137
2019,Torsk,Hals,"1,514","1,297","35,496",56.9963038,10.3084669
2019,Torsk,Hanstholm,"3,526,038","3,019,117","95,938,622",57.1150165,8.6144947
2019,Torsk,Hasle,"21,627","19,663","258,413",55.1838021,14.7061711
2019,Torsk,Helnæs,2,2,,55.1503982,10.0075863
2019,Torsk,Helsingør,"7,085","6,336","106,953",56.0348739,12.6130073
2019,Torsk,Hesnæs,"6,377","5,934","79,902",54.8241885,12.1364893
2019,Torsk,Hirtshals,"1,164,756","999,127","29,521,813",57.5908031,9.9649737
2019,Torsk,Hornbæk,565,483,,56.0879176,12.4587803
2019,Torsk,Hundested,942,827,"17,435",55.9668501,11.8515494
2019,Torsk,Hvide sande,"189,832","163,156","5,061,817",56.0057884,8.1288435
2019,Torsk,Kalvø,117,117,,54.7236376,11.8617612
2019,Torsk,Kastrup,"25,508","21,971","393,010",55.6357222,12.6469508
2019,Torsk,Kerteminde,"146,089","128,413","2,042,405",55.4532771,10.6547783
2019,Torsk,Klintholm havn,"198,434","170,467","2,638,951",54.9540184,12.4690854
2019,Torsk,Klitmøller,27,23,,57.0401536,8.4985063
2019,Torsk,København,"1,112",951,,55.6867243,12.5700724
2019,Torsk,Køge,"18,630","15,953","308,822",55.4565009,12.1818964
2019,Torsk,Korshavn (v. fyns hoved),94,80,,,
2019,Torsk,Korsør,"8,932","7,691","138,007",55.3266045,11.1425876
2019,Torsk,Kramnitze,"30,383","27,524","665,793",54.7081316,11.2570162
2019,Torsk,Langø,"163,198","141,954","3,443,729",54.8134596,11.0196153
2019,Torsk,Lild strand,86,86,,57.152356,8.9627355
2019,Torsk,Lohals,123,105,,55.1348685,10.9052825
2019,Torsk,Løkken,"7,569","6,470","168,213",57.3704858,9.7112502
2019,Torsk,Lønstrup,"1,761","1,506","35,493",57.468435,9.7980104
2019,Torsk,Lundeborg,"2,129","1,947",,55.1397523,10.7825356
2019,Torsk,Marstal,"25,888","22,291","544,251",54.8558332,10.5174056
2019,Torsk,Mommark,"13,800","12,519","308,487",54.9213988,10.040313
2019,Torsk,Mosede,41,35,,55.5799975,12.2720087
2019,Torsk,Nexø,"248,738","218,340","1,731,816",55.0650145,15.1307273
2019,Torsk,Nørre vorupør,"1,204","1,029","30,492",56.9533533,8.3754337
2019,Torsk,Nyborg,"33,410","30,332","683,774",55.3098281,10.7976604
2019,Torsk,Odden,417,360,"8,529",57.5378138,10.0938699
2019,Torsk,Odense,2,2,,55.3997225,10.3852104
2019,Torsk,Omø,"4,092","3,664","85,693",55.1582696,11.1495799
2019,Torsk,Østerby,"12,059","10,345","206,699",57.0604418,9.5995831
2019,Torsk,Ristinge,34,29,,54.8232989,10.6328187
2019,Torsk,Rødby havn,"41,880","36,061",,,
2019,Torsk,Rødhus,61,53,,57.2167969,9.5372429
2019,Torsk,Rødvig,"23,961","21,552","316,705",55.2553773,12.3792675
2019,Torsk,Rønne,"176,810","152,108","1,532,194",55.0994511,14.7060906
2019,Torsk,Rungsted,"4,601","3,948",,55.8885195,12.5303539
2019,Torsk,Skærbæk,20,17,,55.157032,8.765738
2019,Torsk,Skagen,"347,810","298,196","9,358,982",57.7259703,10.5844602
2019,Torsk,Skodsborg,64,55,,55.8214676,12.5728477
2019,Torsk,Skovshoved,"3,817","3,300","85,270",55.7595816,12.5956873
2019,Torsk,Skrillinge strand,78,67,,55.481214,9.7351634
2019,Torsk,Skudehavnen/københavn,"58,421","50,180","918,853",55.7148677,12.6031149
2019,Torsk,Sletten,"61,292","53,094","941,897",55.9542448,12.5304611
2019,Torsk,Snekkersten,47,41,,56.0107273,12.579952
2019,Torsk,Søby,"101,606","91,005","1,509,072",54.6890665,11.7283083
2019,Torsk,Sømarken,807,691,"7,459",55.0059701,14.9710178
2019,Torsk,Sønder åby,64,55,,55.3622033,9.8693208
2019,Torsk,Sønderborg,"50,881","45,781","948,346",54.9089186,9.7897999
2019,Torsk,Sønderskov (øst for skærbæk),43,37,,,
2019,Torsk,Spodsbjerg,"195,393","172,772","4,252,859",54.9299931,10.8275735
2019,Torsk,Stenbjerg,326,279,"7,921",56.9209541,8.3592847
2019,Torsk,Strandby (nordjylland),"44,682","38,394","1,139,943",57.4926713,10.4978821
2019,Torsk,Strøby ladeplads,169,145,,55.4006665,12.2998271
2019,Torsk,Stubbekøbing,"198,122","172,460","2,917,225",54.888364,12.0381564
2019,Torsk,Tejn,"35,038","30,176","267,698",55.2489885,14.833428
2019,Torsk,Thorsminde,"213,002","181,858","6,812,838",56.374526,8.1232421
2019,Torsk,Thorup strand,"81,778","70,850","2,581,043",57.1325764,9.1329115
2019,Torsk,Thyborøn,"2,080,879","1,778,579","56,292,634",56.6981186,8.2117981
2019,Torsk,Torø huse,46,39,,55.2444635,9.895463
2019,Torsk,Tvede skov,23,20,,54.975269,10.6507258
2019,Torsk,Vang,44,38,,55.2480758,14.7392738
2019,Torsk,Vedbæk,"140,882","121,786","2,303,529",55.8540912,12.5653124
2019,Torsk,Vesterø,73,62,853,57.2950657,10.9265417
2019,Torsk,Vordingborg,2,2,,55.0102518,11.9097478
2020,Torsk,Agersø,32,27,,55.2174327,11.1843067
2020,Torsk,Ålbæk,12,11,147,57.5925422,10.4115924
2020,Torsk,Anholt,117,101,"2,111",56.7128297,11.562026
2020,Torsk,Årøsund,323,296,"6,606",55.2580919,9.7068676
2020,Torsk,Årsdale,887,758,"8,141",55.1059445,15.144951
2020,Torsk,Assens (fyn),291,270,,,
2020,Torsk,Augustenborg,4,3,,54.9506719,9.8743203
2020,Torsk,Bagenkop,"350,304","305,737","6,262,005",54.7495173,10.6751651
2020,Torsk,Ballen (samsø),16,16,,55.8157777,10.637472
2020,Torsk,Blokhus,"2,113","1,806",,57.2523474,9.5842346
2020,Torsk,Bogense,2,2,,55.5640146,10.092085
2020,Torsk,Bøgeskoven,37,32,,55.6841412,12.4153978
2020,Torsk,Bønnerup,"1,689","1,471","36,375",56.5193467,10.7203397
2020,Torsk,Dalsgård,121,121,,54.8926905,9.5768153
2020,Torsk,Dragør,"54,349","46,604","936,752",55.592487,12.6719953
2020,Torsk,Dyreborg,15,13,,55.0690532,10.2077743
2020,Torsk,Egernsund,121,110,,54.9065871,9.6032632
2020,Torsk,Fåborg,"8,639","7,569","202,610",55.097087,10.2428246
2020,Torsk,Fjællebroen,430,366,,55.0606415,10.3823631
2020,Torsk,Frederikshavn,14,12,204,57.4412134,10.5336225
2020,Torsk,Gedser,"9,924","8,586","128,284",54.5770446,11.9313561
2020,Torsk,Gilleleje,"30,696","27,216","665,261",56.1244169,12.3124485
2020,Torsk,Gråsten,41,35,,54.9140178,9.5866302
2020,Torsk,Grenå,"1,733","1,492","31,687",56.4134419,10.8793137
2020,Torsk,Hals,152,166,,56.9963038,10.3084669
2020,Torsk,Hanstholm,"2,148,572","1,841,130","59,067,818",57.1150165,8.6144947
2020,Torsk,Hasle,"8,612","7,451","95,071",55.1838021,14.7061711
2020,Torsk,Havneby,115,115,,55.0868902,8.563597
2020,Torsk,Helnæs,2,2,,55.1503982,10.0075863
2020,Torsk,Helsingør,"2,805","2,484","51,311",56.0348739,12.6130073
2020,Torsk,Hesnæs,"1,020",894,"12,104",54.8241885,12.1364893
2020,Torsk,Hirtshals,"713,006","612,171","17,681,176",57.5908031,9.9649737
2020,Torsk,Hornbæk,246,210,,56.0879176,12.4587803
2020,Torsk,Hundested,351,300,"5,360",55.9668501,11.8515494
2020,Torsk,Hvide sande,"133,244","113,780","3,761,323",56.0057884,8.1288435
2020,Torsk,Kalundborg,"1,288","1,101",,55.6833793,11.0993619
2020,Torsk,Kalvø,135,135,,54.7236376,11.8617612
2020,Torsk,Kastrup,"6,718","5,845","103,619",55.6357222,12.6469508
2020,Torsk,Kerteminde,"84,406","75,552","1,892,700",55.4532771,10.6547783
2020,Torsk,Klintholm havn,"59,645","51,653","874,729",54.9540184,12.4690854
2020,Torsk,København,91,80,,55.6867243,12.5700724
2020,Torsk,Køge,"27,179","23,228","520,121",55.4565009,12.1818964
2020,Torsk,Korshavn (v. fyns hoved),23,20,,,
2020,Torsk,Korsør,"4,755","4,065","66,266",55.3266045,11.1425876
2020,Torsk,Kramnitze,"25,371","23,346","535,025",54.7081316,11.2570162
2020,Torsk,Langø,"118,588","103,679","2,577,427",54.8134596,11.0196153
2020,Torsk,Lild strand,98,84,,57.152356,8.9627355
2020,Torsk,Lohals,1,1,,55.1348685,10.9052825
2020,Torsk,Løkken,"2,833","2,422","63,139",57.3704858,9.7112502
2020,Torsk,Lønstrup,"1,169","1,000","25,072",57.468435,9.7980104
2020,Torsk,Lundeborg,"2,025","1,872","57,292",55.1397523,10.7825356
2020,Torsk,Marstal,"24,347","20,926","512,011",54.8558332,10.5174056
2020,Torsk,Mommark,"10,221","9,228","258,597",54.9213988,10.040313
2020,Torsk,Mosede,205,175,,55.5799975,12.2720087
2020,Torsk,Nexø,"19,988","17,432","183,365",55.0650145,15.1307273
2020,Torsk,Nibe,0,19,,56.9823812,9.6428712
2020,Torsk,Nørre vorupør,"2,620","2,254","68,509",56.9533533,8.3754337
2020,Torsk,Nyborg,"10,901","9,862","289,404",55.3098281,10.7976604
2020,Torsk,Odden,621,545,"14,606",57.5378138,10.0938699
2020,Torsk,Odense,2,2,,55.3997225,10.3852104
2020,Torsk,Omø,"12,586","11,339","207,038",55.1582696,11.1495799
2020,Torsk,Østerby,"7,236","6,220","138,157",57.0604418,9.5995831
2020,Torsk,Ristinge,73,62,,54.8232989,10.6328187
2020,Torsk,Rødby havn,"46,713","40,866","852,390",,
2020,Torsk,Rødhus,278,239,"5,774",57.2167969,9.5372429
2020,Torsk,Rødvig,"4,949","4,393","65,596",55.2553773,12.3792675
2020,Torsk,Rønne,"37,559","32,270","332,918",55.0994511,14.7060906
2020,Torsk,Rungsted,"1,590","1,362",,55.8885195,12.5303539
2020,Torsk,Skærbæk,4,3,,55.157032,8.765738
2020,Torsk,Skagen,"230,569","198,120","5,725,467",57.7259703,10.5844602
2020,Torsk,Skive,18,15,,56.6459244,8.9327322
2020,Torsk,Skovshoved,"2,339","2,016","37,687",55.7595816,12.5956873
2020,Torsk,Skrillinge strand,22,19,234,55.481214,9.7351634
2020,Torsk,Skudehavnen/københavn,"11,481","9,951","196,189",55.7148677,12.6031149
2020,Torsk,Sletten,"28,945","25,112","420,077",55.9542448,12.5304611
2020,Torsk,Søby,"54,207","49,026","1,257,248",54.6890665,11.7283083
2020,Torsk,Sømarken,149,127,,55.0059701,14.9710178
2020,Torsk,Sønder åby,223,191,,55.3622033,9.8693208
2020,Torsk,Sønderborg,"102,889","91,573","2,457,152",54.9089186,9.7897999
2020,Torsk,Sønderskov (øst for skærbæk),70,62,,,
2020,Torsk,Spodsbjerg,"174,865","154,748","3,978,424",54.9299931,10.8275735
2020,Torsk,Stenbjerg,99,85,"1,460",56.9209541,8.3592847
2020,Torsk,Strandby (nordjylland),"34,576","29,794","847,621",57.4926713,10.4978821
2020,Torsk,Stubbekøbing,"177,986","154,539","3,321,009",54.888364,12.0381564
2020,Torsk,Tejn,360,314,,55.2489885,14.833428
2020,Torsk,Thorsminde,"88,228","75,549","2,838,939",56.374526,8.1232421
2020,Torsk,Thorup strand,"41,293","35,736","1,129,848",57.1325764,9.1329115
2020,Torsk,Thyborøn,"1,204,623","1,027,986","33,148,035",56.6981186,8.2117981
2020,Torsk,Torø huse,5,5,,55.2444635,9.895463
2020,Torsk,Vang,71,61,,55.2480758,14.7392738
2020,Torsk,Vedbæk,"36,450","31,831","687,704",55.8540912,12.5653124
2020,Torsk,Vesterø,312,267,"2,789",57.2950657,10.9265417
2021,Torsk,Ålbæk,1,1,,57.5925422,10.4115924
2021,Torsk,Anholt,174,149,"2,601",56.7128297,11.562026
2021,Torsk,Årøsund,669,616,"11,094",55.2580919,9.7068676
2021,Torsk,Årsdale,882,754,"8,718",55.1059445,15.144951
2021,Torsk,Assens (fyn),88,84,,,
2021,Torsk,Bagenkop,"120,346","111,616","2,233,586",54.7495173,10.6751651
2021,Torsk,Ballen (samsø),4,4,,55.8157777,10.637472
2021,Torsk,Begtrup,1,1,,56.1797653,10.5099678
2021,Torsk,Blokhus,"1,243","1,062",,57.2523474,9.5842346
2021,Torsk,Bøgeskoven,11,9,,55.6841412,12.4153978
2021,Torsk,Bønnerup,"1,696","1,475","31,143",56.5193467,10.7203397
2021,Torsk,Dalsgård,64,64,,54.8926905,9.5768153
2021,Torsk,Dragør,"29,161","24,992","580,932",55.592487,12.6719953
2021,Torsk,Egernsund,12,10,,54.9065871,9.6032632
2021,Torsk,Fåborg,"12,222","12,154","275,245",55.097087,10.2428246
2021,Torsk,Fiskerihavnen/københavn,7,6,,55.7241885,12.6037913
2021,Torsk,Fjællebroen,267,229,,55.0606415,10.3823631
2021,Torsk,Frederikshavn,1,1,,57.4412134,10.5336225
2021,Torsk,Gedser,"5,955","5,110","79,816",54.5770446,11.9313561
2021,Torsk,Gilleleje,"10,101","8,806","195,799",56.1244169,12.3124485
2021,Torsk,Grenå,"1,810","1,561","35,345",56.4134419,10.8793137
2021,Torsk,Hals,2,2,,56.9963038,10.3084669
2021,Torsk,Hanstholm,"1,424,704","1,221,735","42,642,077",57.1150165,8.6144947
2021,Torsk,Hasle,"2,824","2,462","27,313",55.1838021,14.7061711
2021,Torsk,Haverslev havn,11,10,,57.0298882,9.4005097
2021,Torsk,Helsingør,"4,031","3,642","67,787",56.0348739,12.6130073
2021,Torsk,Hesnæs,343,299,,54.8241885,12.1364893
2021,Torsk,Hirtshals,"722,501","619,555","19,495,158",57.5908031,9.9649737
2021,Torsk,Hornbæk,91,78,,56.0879176,12.4587803
2021,Torsk,Hou (nordjylland),3,4,,57.0573849,10.366756
2021,Torsk,Hundested,"1,210","1,047","20,499",55.9668501,11.8515494
2021,Torsk,Hvide sande,"89,583","76,573","2,870,695",56.0057884,8.1288435
2021,Torsk,Kalvø,182,182,,54.7236376,11.8617612
2021,Torsk,Kastrup,"3,178","2,811","47,477",55.6357222,12.6469508
2021,Torsk,Kerteminde,"12,548","11,884","259,945",55.4532771,10.6547783
2021,Torsk,Klintholm havn,"8,596","7,599","103,550",54.9540184,12.4690854
2021,Torsk,København,54,47,,55.6867243,12.5700724
2021,Torsk,Køge,"2,258","1,959",,55.4565009,12.1818964
2021,Torsk,Korsør,"2,724","2,449","47,934",55.3266045,11.1425876
2021,Torsk,Kramnitze,"9,847","9,031","200,524",54.7081316,11.2570162
2021,Torsk,Langø,"59,905","52,089","1,296,063",54.8134596,11.0196153
2021,Torsk,Lild strand,12,11,,57.152356,8.9627355
2021,Torsk,Løkken,"2,402","2,053","54,354",57.3704858,9.7112502
2021,Torsk,Lønstrup,"3,035","2,594","69,485",57.468435,9.7980104
2021,Torsk,Lundeborg,"1,004",954,,55.1397523,10.7825356
2021,Torsk,Marstal,"16,230","14,285","372,419",54.8558332,10.5174056
2021,Torsk,Mommark,"8,507","8,255","194,746",54.9213988,10.040313
2021,Torsk,Mosede,109,98,,55.5799975,12.2720087
2021,Torsk,Nexø,"19,344","17,057","170,199",55.0650145,15.1307273
2021,Torsk,Nørre vorupør,"2,342","2,002","60,420",56.9533533,8.3754337
2021,Torsk,Nyborg,"5,345","4,997","113,445",55.3098281,10.7976604
2021,Torsk,Odden,883,758,"14,891",57.5378138,10.0938699
2021,Torsk,Omø,472,414,"10,310",55.1582696,11.1495799
2021,Torsk,Østerby,"8,553","7,356","151,884",57.0604418,9.5995831
2021,Torsk,Ristinge,0,15,,54.8232989,10.6328187
2021,Torsk,Rødby havn,"7,597","6,923","113,324",,
2021,Torsk,Rødhus,135,116,"4,618",57.2167969,9.5372429
2021,Torsk,Rødvig,"2,176","1,901","27,941",55.2553773,12.3792675
2021,Torsk,Rønne,"27,103","23,350","257,007",55.0994511,14.7060906
2021,Torsk,Rungsted,877,757,,55.8885195,12.5303539
2021,Torsk,Skærbæk,23,20,,55.157032,8.765738
2021,Torsk,Skagen,"265,480","227,318","7,131,932",57.7259703,10.5844602
2021,Torsk,Skiveren strand,125,107,,,
2021,Torsk,Skovshoved,846,725,"18,332",55.7595816,12.5956873
2021,Torsk,Skrillinge strand,39,39,,55.481214,9.7351634
2021,Torsk,Skudehavnen/københavn,"13,861","11,877","199,594",55.7148677,12.6031149
2021,Torsk,Sletten,"27,418","23,559","490,231",55.9542448,12.5304611
2021,Torsk,Slettestrand,8,7,,57.1515512,9.366283
2021,Torsk,Snekkersten,184,161,,56.0107273,12.579952
2021,Torsk,Søby,"21,642","20,908","477,502",54.6890665,11.7283083
2021,Torsk,Sømarken,309,261,"2,905",55.0059701,14.9710178
2021,Torsk,Sønder åby,44,38,,55.3622033,9.8693208
2021,Torsk,Sønderborg,"22,144","20,060","456,008",54.9089186,9.7897999
2021,Torsk,Sønderskov (øst for skærbæk),37,33,,,
2021,Torsk,Spodsbjerg,"120,080","105,939","2,503,337",54.9299931,10.8275735
2021,Torsk,Stenbjerg,252,216,"4,841",56.9209541,8.3592847
2021,Torsk,Strandby (nordjylland),"28,226","24,190","683,845",57.4926713,10.4978821
2021,Torsk,Strøby ladeplads,372,318,,55.4006665,12.2998271
2021,Torsk,Stubbekøbing,"20,055","17,393","416,043",54.888364,12.0381564
2021,Torsk,Tårs,5,4,,54.8831014,11.0271943
2021,Torsk,Thorsminde,"81,873","69,959","3,358,240",56.374526,8.1232421
2021,Torsk,Thorup strand,"40,167","34,709","1,140,708",57.1325764,9.1329115
2021,Torsk,Thyborøn,"625,273","534,950","19,213,337",56.6981186,8.2117981
2021,Torsk,Torø huse,36,31,,55.2444635,9.895463
2021,Torsk,Vedbæk,"37,258","32,276","735,329",55.8540912,12.5653124
2021,Torsk,Vesterø,96,82,552,57.2950657,10.9265417
2022,Torsk,Agger,485,415,,56.7823936,8.2414749
2022,Torsk,Ålbæk,2,2,,57.5925422,10.4115924
2022,Torsk,Anholt,91,76,"1,190",56.7128297,11.562026
2022,Torsk,Årøsund,56,48,,55.2580919,9.7068676
2022,Torsk,Årsdale,878,753,"10,021",55.1059445,15.144951
2022,Torsk,Assens (fyn),10,9,,,
2022,Torsk,Bagenkop,"7,721","6,833","173,038",54.7495173,10.6751651
2022,Torsk,Ballen (samsø),3,3,,55.8157777,10.637472
2022,Torsk,Blokhus,"1,152",985,,57.2523474,9.5842346
2022,Torsk,Bønnerup,"1,285","1,120","25,355",56.5193467,10.7203397
2022,Torsk,Dalsgård,32,32,,54.8926905,9.5768153
2022,Torsk,Dragør,463,396,"14,647",55.592487,12.6719953
2022,Torsk,Egernsund,5,5,,54.9065871,9.6032632
2022,Torsk,Fåborg,737,699,"25,930",55.097087,10.2428246
2022,Torsk,Fjællebroen,4,3,,55.0606415,10.3823631
2022,Torsk,Frederikshavn,4,4,,57.4412134,10.5336225
2022,Torsk,Gilleleje,"3,371","2,951","83,538",56.1244169,12.3124485
2022,Torsk,Grenå,"1,014",871,"18,698",56.4134419,10.8793137
2022,Torsk,Hals,23,20,356,56.9963038,10.3084669
2022,Torsk,Hanstholm,"1,409,596","1,205,223","46,512,200",57.1150165,8.6144947
2022,Torsk,Hasle,"1,007",918,"13,560",55.1838021,14.7061711
2022,Torsk,Helsingør,398,343,"9,555",56.0348739,12.6130073
2022,Torsk,Hesnæs,7,7,,54.8241885,12.1364893
2022,Torsk,Hirtshals,"627,347","540,112","19,770,893",57.5908031,9.9649737
2022,Torsk,Hou (nordjylland),311,266,,57.0573849,10.366756
2022,Torsk,Hundested,"1,034",903,"24,018",55.9668501,11.8515494
2022,Torsk,Hvide sande,"28,041","24,043","1,015,379",56.0057884,8.1288435
2022,Torsk,Kalvø,75,75,,54.7236376,11.8617612
2022,Torsk,Kastrup,279,278,,55.6357222,12.6469508
2022,Torsk,Kerteminde,190,173,,55.4532771,10.6547783
2022,Torsk,Klintholm havn,"3,011","2,576","33,153",54.9540184,12.4690854
2022,Torsk,Klitmøller,19,17,,57.0401536,8.4985063
2022,Torsk,Køge,369,299,,55.4565009,12.1818964
2022,Torsk,Korsør,87,76,,55.3266045,11.1425876
2022,Torsk,Kramnitze,"1,140","1,018","24,830",54.7081316,11.2570162
2022,Torsk,Langø,"3,392","2,924","90,223",54.8134596,11.0196153
2022,Torsk,Lohals,5,5,,55.1348685,10.9052825
2022,Torsk,Løkken,"2,062","1,762","54,131",57.3704858,9.7112502
2022,Torsk,Lønstrup,"2,143","1,832","62,866",57.468435,9.7980104
2022,Torsk,Marstal,"3,639","3,161","100,585",54.8558332,10.5174056
2022,Torsk,Mommark,"2,043","1,893","63,841",54.9213988,10.040313
2022,Torsk,Mosede,36,31,,55.5799975,12.2720087
2022,Torsk,Nexø,"9,510","8,390","82,284",55.0650145,15.1307273
2022,Torsk,Nørre vorupør,"2,049","1,752","64,093",56.9533533,8.3754337
2022,Torsk,Nyborg,8,7,,55.3098281,10.7976604
2022,Torsk,Odden,426,364,"8,673",57.5378138,10.0938699
2022,Torsk,Omø,51,47,,55.1582696,11.1495799
2022,Torsk,Østerby,"8,774","7,539","214,311",57.0604418,9.5995831
2022,Torsk,Reersø,33,28,,55.5240151,11.1103965
2022,Torsk,Rødhus,4,3,,57.2167969,9.5372429
2022,Torsk,Rødvig,240,205,"3,468",55.2553773,12.3792675
2022,Torsk,Rønne,"2,767","2,375","29,995",55.0994511,14.7060906
2022,Torsk,Sejerø,4,3,,55.8869999,11.1465334
2022,Torsk,Skagen,"258,015","222,186","7,998,356",57.7259703,10.5844602
2022,Torsk,Skovshoved,53,40,,55.7595816,12.5956873
2022,Torsk,Skudehavnen/københavn,400,342,"7,234",55.7148677,12.6031149
2022,Torsk,Sletten,"3,679","3,162","56,161",55.9542448,12.5304611
2022,Torsk,Slettestrand,85,73,,57.1515512,9.366283
2022,Torsk,Snekkersten,33,33,,56.0107273,12.579952
2022,Torsk,Søby,"2,071","2,040","73,052",54.6890665,11.7283083
2022,Torsk,Sømarken,15,13,,55.0059701,14.9710178
2022,Torsk,Sønder åby,2,2,,55.3622033,9.8693208
2022,Torsk,Sønderborg,112,96,,54.9089186,9.7897999
2022,Torsk,Spodsbjerg,"7,335","6,393","188,563",54.9299931,10.8275735
2022,Torsk,Stenbjerg,504,432,"15,564",56.9209541,8.3592847
2022,Torsk,Strandby (nordjylland),"37,898","32,618","1,185,932",57.4926713,10.4978821
2022,Torsk,Tejn,31,31,,55.2489885,14.833428
2022,Torsk,Thorsminde,"89,763","76,638","3,673,695",56.374526,8.1232421
2022,Torsk,Thorup strand,"61,958","53,271","1,840,389",57.1325764,9.1329115
2022,Torsk,Thyborøn,"637,822","545,209","24,087,687",56.6981186,8.2117981
2022,Torsk,Vedbæk,"6,472","5,561","121,791",55.8540912,12.5653124
2022,Torsk,Vesterø,74,63,,57.2950657,10.9265417
2023,Torsk,Anholt,164,140,"1,929",56.7128297,11.562026
2023,Torsk,Årøsund,25,21,,55.2580919,9.7068676
2023,Torsk,Årsdale,305,261,"3,348",55.1059445,15.144951
2023,Torsk,Assens (fyn),20,17,,,
2023,Torsk,Bagenkop,"9,156","8,098","187,491",54.7495173,10.6751651
2023,Torsk,Ballen (samsø),8,8,,55.8157777,10.637472
2023,Torsk,Blokhus,193,165,,57.2523474,9.5842346
2023,Torsk,Bønnerup,914,787,"14,218",56.5193467,10.7203397
2023,Torsk,Dragør,90,77,,55.592487,12.6719953
2023,Torsk,Ebeltoft,4,3,,56.1988382,10.6770909
2023,Torsk,Egernsund,4,3,,54.9065871,9.6032632
2023,Torsk,Esbjerg,"3,983","3,404",,55.4664892,8.4520751
2023,Torsk,Fåborg,535,460,"11,792",55.097087,10.2428246
2023,Torsk,Fjællebroen,5,4,,55.0606415,10.3823631
2023,Torsk,Gilleleje,"4,726","4,154","93,750",56.1244169,12.3124485
2023,Torsk,Gjøl,63,54,,57.06828,9.7163781
2023,Torsk,Grenå,958,822,"12,548",56.4134419,10.8793137
2023,Torsk,Hals,19,17,338,56.9963038,10.3084669
2023,Torsk,Hanstholm,"1,800,168","1,544,962","54,584,531",57.1150165,8.6144947
2023,Torsk,Hasle,18,15,,55.1838021,14.7061711
2023,Torsk,Havnsø,1,1,,55.7518479,11.3232496
2023,Torsk,Helsingør,173,152,,56.0348739,12.6130073
2023,Torsk,Hesnæs,3,3,,54.8241885,12.1364893
2023,Torsk,Hirtshals,"923,067","793,347","25,873,741",57.5908031,9.9649737
2023,Torsk,Hundested,644,566,"12,043",55.9668501,11.8515494
2023,Torsk,Hvide sande,"66,964","57,161","2,493,701",56.0057884,8.1288435
2023,Torsk,Kalvø,277,277,,54.7236376,11.8617612
2023,Torsk,Kastrup,97,97,,55.6357222,12.6469508
2023,Torsk,Kerteminde,4,4,,55.4532771,10.6547783
2023,Torsk,Klintholm havn,53,49,,54.9540184,12.4690854
2023,Torsk,Klitmøller,77,66,,57.0401536,8.4985063
2023,Torsk,Køge,227,202,,55.4565009,12.1818964
2023,Torsk,Korsør,200,175,,55.3266045,11.1425876
2023,Torsk,Kramnitze,643,569,,54.7081316,11.2570162
2023,Torsk,Langø,"4,312","3,713","111,724",54.8134596,11.0196153
2023,Torsk,Lild strand,1,1,,57.152356,8.9627355
2023,Torsk,Løkken,"7,187","6,151","168,013",57.3704858,9.7112502
2023,Torsk,Lønstrup,"5,249","4,487","107,598",57.468435,9.7980104
2023,Torsk,Lundeborg,29,25,,55.1397523,10.7825356
2023,Torsk,Marstal,"2,224","1,901",,54.8558332,10.5174056
2023,Torsk,Mommark,"1,298","1,141","37,113",54.9213988,10.040313
2023,Torsk,Mosede,432,369,,55.5799975,12.2720087
2023,Torsk,Nexø,"3,603","3,222","34,603",55.0650145,15.1307273
2023,Torsk,Nørre vorupør,842,720,"21,088",56.9533533,8.3754337
2023,Torsk,Nyborg,12,10,,55.3098281,10.7976604
2023,Torsk,Odden,23,20,,57.5378138,10.0938699
2023,Torsk,Omø,63,54,,55.1582696,11.1495799
2023,Torsk,Østerby,"9,711","8,335","170,632",57.0604418,9.5995831
2023,Torsk,Rødhus,197,168,,57.2167969,9.5372429
2023,Torsk,Rødvig,542,554,"7,079",55.2553773,12.3792675
2023,Torsk,Rønne,592,523,"6,332",55.0994511,14.7060906
2023,Torsk,Skærbæk,30,30,,55.157032,8.765738
2023,Torsk,Skagen,"352,142","302,132","9,916,038",57.7259703,10.5844602
2023,Torsk,Skovshoved,87,75,,55.7595816,12.5956873
2023,Torsk,Skudehavnen/københavn,739,632,"10,505",55.7148677,12.6031149
2023,Torsk,Sletten,"3,383","2,928",,55.9542448,12.5304611
2023,Torsk,Slettestrand,25,22,,57.1515512,9.366283
2023,Torsk,Søby,25,21,,54.6890665,11.7283083
2023,Torsk,Sømarken,2,2,,55.0059701,14.9710178
2023,Torsk,Sønderborg,750,698,,54.9089186,9.7897999
2023,Torsk,Sønderskov (øst for skærbæk),28,24,,,
2023,Torsk,Spodsbjerg,"8,009","6,920","210,387",54.9299931,10.8275735
2023,Torsk,Stenbjerg,278,238,"6,002",56.9209541,8.3592847
2023,Torsk,Strandby (nordjylland),"44,846","38,480","1,266,666",57.4926713,10.4978821
